step	robot0_action	robot1_action	robot0_eef_pos	robot1_eef_pos
518	[0.0, -0.01, -0.03, -0.0, 0.0, 0.0, 1.0]	[-0.09, 0.15, -0.17, -0.03, 0.01, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.07]
519	[-0.04, 0.0, -0.06, -0.0, 0.0, 0.0, 1.0]	[-0.08, 0.14, -0.16, -0.03, 0.01, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.06]
520	[-0.0, 0.0, -0.08, -0.01, 0.0, 0.0, 1.0]	[-0.14, 0.15, -0.14, -0.03, 0.0, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.06]
521	[0.01, 0.01, -0.08, -0.01, 0.0, 0.0, 1.0]	[-0.08, 0.16, -0.16, -0.03, 0.0, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.13, 0.08, 1.06]
522	[0.01, -0.01, -0.05, -0.01, 0.01, 0.0, 1.0]	[-0.05, 0.16, -0.18, -0.03, -0.0, -0.0, -1.0]	[0.1, -0.01, 1.02]	[0.12, 0.08, 1.06]
523	[-0.0, 0.03, -0.07, -0.01, 0.01, 0.0, 1.0]	[-0.02, 0.18, -0.21, -0.03, -0.01, 0.0, -1.0]	[0.1, -0.01, 1.02]	[0.12, 0.08, 1.06]
524	[0.0, -0.0, -0.05, -0.01, 0.01, 0.0, 1.0]	[0.0, 0.16, -0.19, -0.03, -0.01, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.08, 1.06]
525	[-0.0, 0.01, -0.01, -0.01, 0.01, 0.0, 1.0]	[0.03, 0.14, -0.27, -0.03, -0.01, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.09, 1.05]
526	[0.01, -0.01, 0.0, -0.01, 0.01, 0.0, 1.0]	[-0.03, 0.15, -0.41, -0.02, -0.02, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.09, 1.05]
527	[0.02, -0.0, 0.02, -0.01, 0.01, 0.0, 1.0]	[0.06, 0.13, -0.41, -0.02, -0.02, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.09, 1.05]
528	[0.03, -0.01, 0.01, -0.01, 0.01, 0.0, 1.0]	[-0.01, 0.21, -0.45, -0.01, -0.02, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.09, 1.04]
529	[0.04, -0.01, -0.02, -0.01, 0.01, 0.0, 1.0]	[0.06, 0.14, -0.42, -0.01, -0.02, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.13, 0.09, 1.04]
530	[0.03, -0.01, -0.01, -0.01, 0.01, 0.0, 1.0]	[-0.03, 0.14, -0.28, -0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.13, 0.09, 1.03]
531	[-0.01, 0.0, -0.01, -0.01, 0.01, 0.01, 1.0]	[-0.02, 0.13, -0.26, 0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.13, 0.1, 1.03]
532	[-0.01, -0.01, 0.01, -0.0, 0.01, 0.01, 1.0]	[-0.06, 0.14, -0.09, 0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.13, 0.1, 1.02]
533	[-0.01, -0.01, 0.0, -0.0, 0.01, 0.01, 1.0]	[-0.08, 0.13, -0.14, -0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.13, 0.1, 1.02]
534	[-0.02, 0.0, -0.01, 0.0, 0.01, 0.01, 1.0]	[-0.11, 0.13, -0.15, -0.0, -0.02, -0.0, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
535	[-0.01, 0.0, -0.04, 0.0, 0.01, 0.01, 1.0]	[-0.09, 0.13, -0.15, -0.0, -0.03, -0.0, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
536	[-0.02, -0.0, 0.01, 0.0, 0.01, 0.01, 1.0]	[-0.03, 0.13, -0.22, -0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
537	[-0.03, -0.02, 0.06, 0.0, 0.01, 0.01, 1.0]	[0.0, 0.12, -0.26, 0.0, -0.02, 0.0, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.02]
538	[-0.01, -0.01, 0.06, 0.0, 0.01, 0.0, 1.0]	[0.0, 0.07, -0.15, -0.0, -0.03, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
539	[-0.01, -0.01, 0.05, 0.0, 0.01, 0.0, 1.0]	[0.02, 0.06, -0.1, -0.01, -0.03, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
540	[-0.01, -0.01, 0.05, 0.0, 0.01, 0.0, 1.0]	[0.02, 0.06, -0.02, -0.01, -0.05, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
541	[0.0, -0.03, 0.03, 0.0, 0.01, 0.0, 1.0]	[0.02, 0.03, 0.18, -0.03, -0.05, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
542	[0.03, -0.02, 0.03, 0.01, 0.01, 0.0, 1.0]	[0.03, 0.02, 0.11, -0.04, -0.04, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
543	[0.03, -0.01, 0.02, 0.01, 0.0, 0.0, 1.0]	[0.02, -0.02, 0.19, -0.04, -0.03, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.01]
544	[0.04, -0.01, 0.03, 0.01, 0.0, 0.0, 1.0]	[-0.01, -0.06, 0.14, -0.04, -0.02, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.02]
545	[0.01, 0.0, 0.03, 0.01, 0.0, 0.0, 1.0]	[-0.03, -0.06, 0.13, -0.04, -0.02, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.02]
546	[0.02, -0.0, 0.01, 0.01, 0.0, 0.0, 1.0]	[-0.0, -0.08, 0.12, -0.03, -0.01, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.11, 1.02]
547	[0.01, -0.01, 0.01, 0.01, 0.0, 0.0, 1.0]	[0.0, -0.01, 0.1, -0.03, -0.01, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
548	[-0.01, -0.01, 0.02, 0.01, 0.0, 0.0, 1.0]	[0.01, 0.0, 0.06, -0.03, -0.01, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
549	[0.0, 0.02, -0.01, 0.01, 0.0, 0.0, 1.0]	[-0.01, -0.01, -0.0, -0.03, -0.0, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
550	[0.01, -0.0, -0.0, 0.01, 0.0, 0.0, 1.0]	[0.01, -0.03, 0.07, -0.03, 0.0, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
551	[-0.01, -0.0, 0.03, 0.01, 0.0, 0.0, 1.0]	[-0.06, -0.04, 0.01, -0.03, 0.0, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.03]
552	[-0.03, -0.0, 0.02, 0.01, 0.0, 0.0, 1.0]	[-0.06, -0.02, -0.13, -0.02, 0.0, 0.01, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.03]
553	[-0.04, 0.02, 0.01, 0.0, 0.0, 0.0, 1.0]	[-0.05, -0.04, 0.03, -0.03, -0.01, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
554	[-0.03, 0.0, 0.02, 0.0, 0.0, 0.0, 1.0]	[-0.0, -0.02, 0.03, -0.04, -0.02, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
555	[-0.02, -0.0, 0.01, 0.0, 0.0, 0.0, 1.0]	[-0.02, -0.04, -0.0, -0.03, -0.03, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
556	[-0.02, -0.01, -0.01, 0.0, 0.0, 0.0, 1.0]	[0.02, -0.04, 0.14, -0.03, -0.02, 0.02, -1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.02]
557	[-0.03, 0.01, -0.04, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.04, 0.09, -0.03, -0.02, 0.02, 1.0]	[0.1, -0.01, 1.01]	[0.12, 0.1, 1.03]
558	[-0.01, -0.01, -0.03, 0.0, 0.0, 0.0, 1.0]	[0.01, -0.03, 0.06, -0.03, -0.02, 0.02, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
559	[-0.03, 0.01, -0.04, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.01, -0.02, -0.03, -0.02, 0.02, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
560	[-0.0, -0.0, 0.01, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.01, 0.05, -0.03, -0.01, 0.02, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
561	[-0.02, 0.01, 0.04, 0.0, 0.0, 0.0, 1.0]	[0.05, -0.02, -0.02, -0.03, -0.01, 0.02, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
562	[-0.01, -0.01, 0.04, 0.0, 0.0, 0.0, 1.0]	[0.03, -0.01, -0.03, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
563	[-0.01, 0.0, 0.04, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.0, 0.02, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
564	[-0.01, -0.0, 0.04, 0.0, -0.0, 0.0, 1.0]	[0.0, 0.01, -0.04, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
565	[-0.01, -0.0, 0.04, 0.0, -0.0, 0.0, 1.0]	[0.02, 0.02, 0.03, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
566	[-0.01, -0.02, 0.06, 0.01, -0.0, 0.0, 1.0]	[0.02, 0.02, 0.06, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
567	[-0.04, 0.0, 0.04, 0.01, -0.0, 0.0, 1.0]	[0.01, 0.04, 0.08, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.01]	[0.12, 0.1, 1.03]
568	[-0.04, -0.01, 0.03, 0.0, -0.0, 0.0, 1.0]	[-0.01, 0.05, 0.11, -0.02, 0.0, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.03]
569	[-0.06, 0.01, 0.02, 0.0, -0.0, 0.0, 1.0]	[-0.0, 0.04, 0.11, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.03]
570	[-0.05, -0.01, 0.01, 0.0, -0.0, 0.01, 1.0]	[-0.03, 0.04, 0.08, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.03]
571	[-0.02, -0.0, -0.01, 0.0, -0.0, 0.0, 1.0]	[-0.04, 0.04, 0.0, -0.02, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.03]
572	[-0.01, -0.01, -0.02, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.02, -0.0, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.04]
573	[0.01, -0.0, -0.02, 0.0, 0.0, 0.0, 1.0]	[-0.11, 0.04, -0.02, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.04]
574	[0.01, -0.01, -0.03, 0.0, 0.0, 0.0, -1.0]	[-0.12, 0.09, 0.03, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.04]
575	[0.05, -0.02, 0.01, 0.01, 0.0, 0.0, -1.0]	[-0.16, 0.1, 0.03, -0.02, -0.01, 0.0, 1.0]	[0.09, -0.01, 1.02]	[0.12, 0.1, 1.04]
576	[0.04, -0.01, -0.08, 0.01, -0.02, -0.0, -1.0]	[-0.1, 0.14, 0.08, -0.02, -0.01, 0.0, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.1, 1.04]
577	[-0.02, 0.03, 0.22, 0.03, -0.02, 0.0, -1.0]	[-0.15, 0.18, 0.13, -0.03, -0.01, 0.0, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.1, 1.04]
578	[0.06, -0.09, -0.06, 0.02, -0.02, -0.0, -1.0]	[-0.11, 0.16, 0.08, -0.03, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.1, 1.04]
579	[-0.06, -0.0, -0.22, 0.0, -0.01, 0.0, -1.0]	[-0.1, 0.17, 0.11, -0.04, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.1, 1.04]
580	[-0.06, -0.07, 0.02, 0.0, -0.01, 0.01, -1.0]	[-0.1, 0.16, 0.08, -0.04, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.11, 1.04]
581	[-0.02, -0.07, 0.07, 0.0, -0.0, 0.01, -1.0]	[-0.06, 0.16, 0.03, -0.04, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.11, 1.05]
582	[-0.01, -0.12, 0.16, 0.0, 0.0, 0.01, -1.0]	[-0.06, 0.16, 0.01, -0.04, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.11, 1.05]
583	[-0.03, -0.13, 0.18, 0.01, 0.0, 0.01, -1.0]	[-0.04, 0.17, -0.02, -0.03, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.02]	[0.11, 0.11, 1.05]
584	[-0.03, -0.17, 0.29, 0.01, -0.0, 0.01, -1.0]	[-0.08, 0.22, 0.03, -0.03, -0.0, 0.01, 1.0]	[0.09, -0.01, 1.03]	[0.11, 0.11, 1.05]
585	[-0.05, -0.2, 0.34, 0.02, -0.0, 0.01, -1.0]	[-0.08, 0.22, 0.01, -0.03, -0.01, 0.01, 1.0]	[0.09, -0.01, 1.03]	[0.11, 0.11, 1.05]
586	[-0.03, -0.23, 0.38, 0.03, -0.0, 0.01, -1.0]	[-0.05, 0.18, 0.01, -0.03, -0.01, 0.02, 1.0]	[0.09, -0.02, 1.03]	[0.11, 0.12, 1.05]
587	[-0.05, -0.27, 0.41, 0.04, -0.01, 0.01, -1.0]	[-0.08, 0.14, -0.03, -0.03, -0.01, 0.02, 1.0]	[0.09, -0.02, 1.04]	[0.1, 0.12, 1.05]
588	[-0.0, -0.35, 0.5, 0.06, -0.01, 0.01, -1.0]	[-0.1, 0.09, 0.07, -0.02, -0.01, 0.02, 1.0]	[0.09, -0.02, 1.05]	[0.1, 0.12, 1.05]
589	[-0.01, -0.42, 0.62, 0.07, -0.02, 0.01, -1.0]	[-0.1, 0.07, -0.05, -0.02, -0.01, 0.01, 1.0]	[0.09, -0.02, 1.05]	[0.1, 0.12, 1.05]
590	[-0.03, -0.54, 0.81, 0.09, -0.03, 0.01, -1.0]	[-0.13, 0.12, -0.08, -0.01, -0.01, 0.01, 1.0]	[0.09, -0.02, 1.06]	[0.1, 0.12, 1.05]
591	[-0.06, -0.65, 1.0, 0.11, -0.03, 0.01, -1.0]	[-0.12, 0.11, -0.07, 0.01, -0.01, 0.0, 1.0]	[0.09, -0.02, 1.07]	[0.1, 0.12, 1.05]
592	[-0.09, -0.72, 1.0, 0.14, -0.04, 0.01, -1.0]	[-0.16, 0.16, -0.19, 0.02, -0.0, -0.0, 1.0]	[0.09, -0.03, 1.09]	[0.09, 0.12, 1.06]
593	[-0.25, -0.84, 1.0, 0.19, -0.05, 0.03, -1.0]	[-0.18, 0.14, -0.09, 0.03, -0.0, -0.01, 1.0]	[0.09, -0.03, 1.1]	[0.09, 0.11, 1.06]
594	[-0.35, -0.88, 1.0, 0.21, -0.05, 0.04, -1.0]	[-0.21, 0.13, -0.1, 0.04, -0.0, -0.01, 1.0]	[0.09, -0.03, 1.12]	[0.09, 0.11, 1.07]
595	[-0.47, -1.0, 1.0, 0.23, -0.05, 0.05, -1.0]	[-0.2, 0.13, -0.05, 0.05, -0.0, -0.01, 1.0]	[0.09, -0.03, 1.13]	[0.08, 0.1, 1.07]
596	[-0.59, -1.0, 0.86, 0.25, -0.05, 0.07, -1.0]	[-0.21, 0.13, -0.04, 0.07, -0.0, -0.02, 1.0]	[0.08, -0.04, 1.15]	[0.08, 0.1, 1.08]
597	[-0.58, -1.0, 0.61, 0.27, -0.05, 0.08, -1.0]	[-0.26, 0.18, -0.01, 0.09, -0.0, -0.02, 1.0]	[0.08, -0.04, 1.16]	[0.07, 0.09, 1.09]
598	[-0.56, -1.0, 0.42, 0.29, -0.04, 0.09, -1.0]	[-0.29, 0.3, -0.04, 0.1, -0.01, -0.02, 1.0]	[0.07, -0.04, 1.17]	[0.07, 0.09, 1.09]
599	[-0.46, -1.0, 0.14, 0.29, -0.03, 0.09, -1.0]	[-0.27, 0.28, -0.01, 0.12, -0.01, -0.02, 1.0]	[0.07, -0.05, 1.18]	[0.06, 0.08, 1.1]
600	[-0.43, -1.0, -0.05, 0.3, -0.02, 0.1, -1.0]	[-0.29, 0.25, -0.1, 0.14, -0.01, -0.02, 1.0]	[0.06, -0.05, 1.18]	[0.05, 0.08, 1.1]
601	[-0.44, -1.0, -0.06, 0.31, -0.01, 0.1, -1.0]	[-0.24, 0.14, -0.1, 0.15, -0.01, -0.03, 1.0]	[0.06, -0.05, 1.19]	[0.04, 0.08, 1.11]
602	[-0.4, -1.0, -0.14, 0.31, -0.0, 0.1, -1.0]	[-0.23, 0.09, -0.12, 0.17, -0.0, -0.03, 1.0]	[0.05, -0.05, 1.19]	[0.04, 0.08, 1.11]
603	[-0.39, -1.0, -0.23, 0.32, 0.01, 0.11, -1.0]	[-0.18, 0.04, -0.1, 0.18, -0.0, -0.03, 1.0]	[0.05, -0.05, 1.19]	[0.03, 0.08, 1.11]
604	[-0.33, -1.0, -0.23, 0.33, 0.02, 0.11, -1.0]	[-0.09, 0.02, -0.04, 0.18, -0.0, -0.03, 1.0]	[0.04, -0.06, 1.19]	[0.03, 0.08, 1.12]
605	[-0.22, -1.0, -0.29, 0.34, 0.04, 0.11, -1.0]	[-0.07, 0.09, -0.03, 0.18, -0.0, -0.03, 1.0]	[0.04, -0.06, 1.19]	[0.02, 0.08, 1.12]
606	[-0.13, -1.0, -0.52, 0.34, 0.04, 0.1, -1.0]	[0.01, 0.02, 0.04, 0.17, -0.0, -0.03, 1.0]	[0.04, -0.06, 1.19]	[0.02, 0.08, 1.12]
607	[-0.04, -1.0, -0.69, 0.34, 0.06, 0.09, -1.0]	[-0.02, 0.01, 0.01, 0.16, 0.0, -0.02, 1.0]	[0.03, -0.06, 1.19]	[0.02, 0.08, 1.12]
608	[-0.01, -1.0, -0.79, 0.34, 0.06, 0.08, -1.0]	[0.02, -0.01, 0.08, 0.15, 0.0, -0.02, 1.0]	[0.03, -0.06, 1.19]	[0.02, 0.07, 1.13]
609	[0.17, -0.97, -0.7, 0.35, 0.07, 0.07, -1.0]	[0.06, 0.0, 0.07, 0.13, 0.0, -0.02, 1.0]	[0.03, -0.07, 1.19]	[0.02, 0.07, 1.13]
610	[0.21, -0.82, -0.69, 0.35, 0.06, 0.06, -1.0]	[0.06, -0.0, 0.04, 0.12, 0.0, -0.01, 1.0]	[0.03, -0.07, 1.19]	[0.02, 0.07, 1.13]
611	[0.25, -0.85, -0.52, 0.36, 0.06, 0.05, -1.0]	[0.0, -0.01, 0.02, 0.1, 0.0, -0.02, 1.0]	[0.03, -0.07, 1.18]	[0.02, 0.07, 1.13]
612	[0.33, -0.8, -0.42, 0.36, 0.05, 0.03, -1.0]	[0.03, -0.02, -0.07, 0.09, 0.0, -0.01, 1.0]	[0.03, -0.07, 1.18]	[0.02, 0.07, 1.13]
613	[0.47, -0.74, -0.18, 0.37, 0.04, 0.02, -1.0]	[0.03, -0.01, -0.08, 0.08, 0.0, -0.02, 1.0]	[0.04, -0.07, 1.18]	[0.02, 0.07, 1.13]
614	[0.63, -0.72, -0.01, 0.38, 0.03, 0.01, -1.0]	[0.03, -0.0, -0.02, 0.06, 0.0, -0.02, 1.0]	[0.04, -0.07, 1.18]	[0.02, 0.07, 1.13]
615	[0.92, -0.84, 0.23, 0.39, 0.0, -0.01, -1.0]	[0.01, -0.03, -0.07, 0.06, 0.0, -0.02, 1.0]	[0.05, -0.07, 1.19]	[0.02, 0.07, 1.13]
616	[1.0, -0.87, 0.17, 0.4, 0.0, -0.03, -1.0]	[0.0, 0.0, -0.0, 0.04, 0.0, -0.02, 1.0]	[0.06, -0.07, 1.19]	[0.02, 0.07, 1.13]
617	[1.0, -0.87, 0.22, 0.41, -0.0, -0.04, -1.0]	[0.02, 0.02, -0.07, 0.04, -0.0, -0.01, 1.0]	[0.07, -0.08, 1.2]	[0.02, 0.07, 1.14]
618	[1.0, -0.78, 0.12, 0.41, -0.02, -0.06, -1.0]	[-0.02, 0.01, -0.03, 0.03, -0.0, -0.01, 1.0]	[0.08, -0.08, 1.21]	[0.02, 0.07, 1.14]
619	[1.0, -0.74, 0.11, 0.41, -0.04, -0.07, -1.0]	[0.01, -0.03, -0.08, 0.02, -0.0, -0.01, 1.0]	[0.1, -0.08, 1.22]	[0.02, 0.07, 1.14]
620	[0.96, -0.73, 0.2, 0.41, -0.06, -0.08, -1.0]	[-0.02, -0.01, -0.05, 0.02, -0.0, -0.01, 1.0]	[0.11, -0.09, 1.23]	[0.02, 0.06, 1.14]
621	[0.87, -0.72, 0.36, 0.41, -0.07, -0.08, -1.0]	[0.01, 0.0, -0.05, 0.01, -0.0, -0.01, 1.0]	[0.12, -0.09, 1.23]	[0.02, 0.06, 1.13]
622	[0.8, -0.71, 0.44, 0.41, -0.08, -0.08, -1.0]	[0.01, 0.02, -0.03, 0.01, -0.0, -0.01, 1.0]	[0.14, -0.09, 1.24]	[0.02, 0.06, 1.13]
623	[0.81, -0.79, 0.44, 0.41, -0.09, -0.09, -1.0]	[0.02, 0.02, 0.05, 0.0, -0.0, -0.01, 1.0]	[0.15, -0.09, 1.25]	[0.02, 0.06, 1.13]
624	[0.75, -0.89, 0.26, 0.4, -0.1, -0.1, -1.0]	[0.03, 0.02, -0.0, 0.0, -0.0, -0.01, 1.0]	[0.16, -0.1, 1.27]	[0.02, 0.06, 1.14]
625	[0.63, -0.93, -0.08, 0.4, -0.1, -0.09, -1.0]	[0.04, -0.03, 0.03, -0.0, -0.0, -0.01, 1.0]	[0.18, -0.1, 1.28]	[0.02, 0.06, 1.14]
626	[0.48, -0.83, -0.48, 0.38, -0.1, -0.09, -1.0]	[0.02, 0.02, 0.02, -0.01, -0.0, -0.0, 1.0]	[0.19, -0.11, 1.28]	[0.02, 0.06, 1.14]
627	[0.34, -0.75, -0.88, 0.37, -0.1, -0.08, -1.0]	[0.01, 0.04, -0.06, -0.01, -0.0, -0.0, 1.0]	[0.2, -0.11, 1.29]	[0.02, 0.06, 1.14]
628	[0.29, -0.67, -1.0, 0.35, -0.1, -0.08, -1.0]	[-0.03, 0.12, 0.04, -0.01, 0.0, -0.0, 1.0]	[0.2, -0.11, 1.29]	[0.03, 0.06, 1.14]
629	[0.13, -0.49, -1.0, 0.33, -0.09, -0.07, -1.0]	[-0.03, 0.2, 0.02, -0.02, 0.0, -0.0, 1.0]	[0.21, -0.12, 1.28]	[0.02, 0.06, 1.14]
630	[0.13, -0.34, -1.0, 0.31, -0.09, -0.06, -1.0]	[-0.05, 0.32, 0.02, -0.03, 0.01, 0.0, 1.0]	[0.22, -0.12, 1.28]	[0.02, 0.06, 1.14]
631	[0.12, -0.18, -1.0, 0.29, -0.08, -0.06, -1.0]	[-0.03, 0.43, -0.0, -0.04, 0.01, 0.01, 1.0]	[0.22, -0.11, 1.27]	[0.02, 0.06, 1.14]
632	[0.05, -0.14, -1.0, 0.26, -0.07, -0.06, -1.0]	[-0.15, 0.51, -0.12, -0.05, 0.01, 0.01, 1.0]	[0.23, -0.11, 1.26]	[0.02, 0.06, 1.14]
633	[-0.06, -0.03, -1.0, 0.23, -0.06, -0.05, -1.0]	[-0.2, 0.54, -0.16, -0.06, 0.01, 0.01, 1.0]	[0.23, -0.11, 1.26]	[0.02, 0.07, 1.14]
634	[-0.18, 0.08, -1.0, 0.21, -0.06, -0.04, -1.0]	[-0.24, 0.65, -0.27, -0.07, 0.01, 0.01, 1.0]	[0.23, -0.11, 1.25]	[0.02, 0.07, 1.15]
635	[-0.17, 0.09, -1.0, 0.19, -0.05, -0.04, -1.0]	[-0.2, 0.6, -0.25, -0.08, 0.01, 0.02, 1.0]	[0.23, -0.1, 1.24]	[0.02, 0.07, 1.15]
636	[-0.25, 0.1, -1.0, 0.16, -0.05, -0.03, -1.0]	[-0.21, 0.68, -0.41, -0.08, 0.01, 0.02, 1.0]	[0.23, -0.1, 1.23]	[0.02, 0.08, 1.15]
637	[-0.35, 0.05, -0.92, 0.15, -0.04, -0.03, -1.0]	[-0.17, 0.7, -0.25, -0.09, 0.01, 0.01, 1.0]	[0.23, -0.09, 1.22]	[0.01, 0.08, 1.14]
638	[-0.46, 0.01, -0.75, 0.14, -0.05, -0.02, -1.0]	[-0.1, 0.76, -0.29, -0.09, 0.02, 0.02, 1.0]	[0.23, -0.09, 1.21]	[0.01, 0.09, 1.14]
639	[-0.44, -0.03, -0.56, 0.13, -0.06, -0.01, -1.0]	[-0.09, 0.62, -0.29, -0.1, 0.01, 0.02, 1.0]	[0.22, -0.09, 1.2]	[0.01, 0.09, 1.14]
640	[-0.48, -0.08, -0.46, 0.13, -0.08, -0.01, -1.0]	[-0.13, 0.73, -0.18, -0.1, 0.01, 0.02, 1.0]	[0.22, -0.08, 1.19]	[0.01, 0.1, 1.14]
641	[-0.49, -0.21, -0.4, 0.13, -0.09, -0.01, -1.0]	[-0.13, 0.62, -0.3, -0.1, 0.02, 0.02, 1.0]	[0.22, -0.08, 1.19]	[0.01, 0.11, 1.14]
642	[-0.69, -0.42, -0.35, 0.13, -0.1, 0.0, -1.0]	[-0.14, 0.72, -0.21, -0.1, 0.01, 0.02, 1.0]	[0.21, -0.08, 1.18]	[0.01, 0.11, 1.14]
643	[-0.69, -0.59, -0.17, 0.14, -0.1, 0.01, -1.0]	[-0.14, 0.69, -0.21, -0.1, 0.02, 0.03, 1.0]	[0.2, -0.08, 1.18]	[0.0, 0.12, 1.14]
644	[-0.83, -0.92, -0.14, 0.16, -0.1, 0.02, -1.0]	[-0.14, 0.77, -0.2, -0.1, 0.02, 0.03, 1.0]	[0.2, -0.08, 1.18]	[0.0, 0.13, 1.14]
645	[-0.71, -1.0, -0.12, 0.19, -0.1, 0.03, -1.0]	[-0.14, 0.76, -0.14, -0.1, 0.02, 0.03, 1.0]	[0.19, -0.08, 1.19]	[0.0, 0.13, 1.13]
646	[-0.78, -1.0, -0.46, 0.21, -0.09, 0.04, -1.0]	[-0.11, 0.7, -0.19, -0.09, 0.03, 0.03, 1.0]	[0.18, -0.09, 1.19]	[-0.0, 0.14, 1.13]
647	[-0.68, -0.96, -0.52, 0.22, -0.09, 0.05, -1.0]	[-0.09, 0.67, -0.14, -0.09, 0.03, 0.03, 1.0]	[0.17, -0.09, 1.19]	[-0.0, 0.15, 1.13]
